id,name,brand,price,rating,dpi,hand_orientation,model,scrape_datetime
37,corsair_dark_core_rgb_pro_ch_9315411_na_black_8_buttons_1_x_wheel_usb_2_0_type_a_slipstream_bluetooth_wireless_wired_optical_fps_moba_gaming_mouse_backlit_rgb_led,logitech,133.91,4.3,18000_dpi,right_hand,CH-9315411-NA,2024-09-15 17:39:07
38,asus_rog_keris_wireless_aimpoint_gaming_mouse_tri_mode_connectivity_2_4ghz_rf_bluetooth_wired_36000_dpi_sensor_5_programmable_buttons_rog_speednova_replaceable_switches_paracord_cable_black,razer,136.07,3.3,36000_dpi,right_hand,90MP02V0-BMAA00,2024-09-15 17:39:07
39,steelseries_aerox_5_wireless_lightweight_wireless_gaming_mouse_18000_cpi_truemove_air_optical_sensor_ultra_lightweight_water_resistant_design_180_hour_battery_life,msi,180.35,4.3,18000_dpi,right_hand,62406,2024-09-15 17:39:07
40,logitech_g203_wired_gaming_mouse_8_000_dpi_rainbow_optical_effect_lightsync_rgb_6_programmable_buttons_on_board_memory_screen_mapping_pc_mac_computer_and_laptop_compatible_white,hp,66.95,4.6,8000_dpi,right_hand,910-005791,2024-09-15 17:39:07
41,razer_pro_click_mini_portable_wireless_mechanical_gaming_mouse_for_productivity,logitech,105.83,4.5,12000,right_hand,RZ01-03990100-R3U1,2024-09-15 17:39:07
42,msi_clutchgm41_lightweight_v2_gaming_usb_rgb_adjustable_up_to_16000_dpi_desktop_laptop_gaming_mouse_clutch_gm41_light_weight_v2_,razer,60.48,5,16000_dpi,right_hand,S12-0400D50-C54,2024-09-15 17:39:07
43,steelseries_aerox_3_wireless_2022_edition_62612_black_6_buttons_2_4ghz_bluetooth_5_0_optical_gaming_mouse,logitech,149.03,3.9,18000_dpi,right_hand,62612,2024-09-15 17:39:07
44,steelseries_aerox_9_wireless_ultra_lightweight_wireless_gaming_mouse_18000_cpi_truemove_air_optical_sensor_water_resistant_180_hour_battery_18_programmable_buttons,corsair,223.55,4,18000_dpi,right_hand,62618,2024-09-15 17:39:07
45,hyperx_pulsefire_haste_wireless_gaming_mouse_white_4p5d8aa_,hp,119.87,3.9,16000_dpi,right_hand,4P5D8AA-0,2024-09-15 17:39:07
46,logitech_g705_wireless_gaming_mouse_customizable_lightsync_rgb_lighting_lightspeed_wireless_bluetooth_connectivity_lightweight_pc_mac_laptop_white_mist,msi,119.87,4.8,8200_dpi,symmetrical,910-006365,2024-09-15 17:39:07
47,razer_pro_click_humanscale_wireless_mouse_ergonomic_form_factor_5g_advanced_optical_sensor_multi_host_connectivity_8_programmable_buttons_extended_battery_life_of_up_to_400_hours,asus,127.43,2,18000_dpi,right_hand,RZ01-02990100-R3U1,2024-09-15 17:39:07
48,steelseries_rival_3_wl_gaming,hp,74.51,4.5,25600_dpi,right_hand,62521,2024-09-15 17:39:07
49,logitech_g_pro_x_superlight_wireless_gaming_mouse_ultra_lightweight_hero_25k_sensor_25_600_dpi_5_programmable_buttons_long_battery_life_compatible_with_pc_mac_magenta,corsair,208.29,3.3,26000_dpi,both_hands,910-005954,2024-09-15 17:39:07
50,corsair_nightsabre_wireless_rgb_gaming_mouse_hyper_fast_sub_1ms_slipstream_wireless_26k_dpi_optical_sensor_11_fully_programmable_buttons_six_zone_rgb_backlighting_black,hp,224.63,3.9,18000_dpi,both_hands,CH-931B011-NA,2024-09-15 17:39:07
51,steelseries_rival_3_62513_black_6_buttons_1_x_wheel_wired_optical_gaming_mouse,logitech,48.59,3.3,3200_dpi,right_hand,62513,2024-09-15 17:39:07
52,hyperx_pulsefire_core_rgb_gaming_mouse_software_controlled_rgb_light_effects_macro_customization_pixart_3327_sensor_up_to_6_200dpi_7_programmable_buttons_mouse_weight_87g,logitech,56.15,4.5,12000_software_,right_hand,4P4F8AA,2024-09-15 17:39:07
53,msi_clutch_gm31_lightweight_wireless_ergonomic_gaming_mouse_charging_dock_12k_dpi_optical_sensor_60m_omron_switches_fast_charging_110hr_battery_rgb_mystic_light_5_programmable_buttons_pc_mac,logitech,80.78,4.2,36000_dpi,right_hand,S12-4300980-CLA (WW),2024-09-15 17:39:07
54,asus_rog_keris_wireless_aimpoint_gaming_mouse_tri_mode_connectivity_2_4ghz_rf_bluetooth_wired_36000_dpi_sensor_5_programmable_buttons_rog_speednova_replaceable_switches_paracord_cable_white,asus,149.03,4.6,8500_dpi,right_hand,90MP02V0-BMAA10,2024-09-15 17:39:07
55,steelseries_aerox_3_2022_62611_onyx_6_buttons_usb_c_wired_optical_gaming_mouse,asus,88.55,4.6,18000_dpi,right_hand,62611,2024-09-15 17:39:07
56,steelseries_aerox_5_lightweight_1800cpi_wired_rgb_gaming_mouse,asus,116.63,4.5,800_1600_3200_dpi_up_to_16000_dpi,right_hand,62401,2024-09-15 17:39:07
57,hyperx_pulsefire_surge_4p5q1aa_black_6_buttons_usb_2_0_wired_gaming_mouse,asus,110.15,4.7,18000_dpi,right_hand,4P5Q1AA,2024-09-15 17:39:07
58,steelseries_rival_5_gaming_mouse_62551,asus,89.63,4.1,26000_dpi,right_hand,62551,2024-09-15 17:39:07
59,corsair_darkstar_rgb_wireless_gaming_mouse_for_mmo_moba_26_000_dpi_15_programmable_buttons_up_to_80hrs_battery_icue_compatible_black,logitech,224.63,2.5,8500_dpi,both_hands,CH-931A011-NA,2024-09-15 17:39:07
60,steelseries_aerox_3_2022_62603_snow_6_buttons_usb_c_wired_optical_gaming_mouse,logitech,89.63,4.7,4000_dpi,right_hand,62603,2024-09-15 17:39:07
61,hyperx_pulsefire_fps_pro_gaming_mouse_gunmetal_,asus,68.03,4.6,12000_dpi,right_hand,4P4F7AA,2024-09-15 17:39:07
62,logitech_g402_910_004069_black_wired_optical_hyperion_fury_fps_gaming_mouse_with_high_speed_fusion_engine,acer_america,61.55,4.2,25600_dpi,both_hands,910-004069,2024-09-15 17:39:07
63,logitech_g305_lightspeed_wireless_gaming_mouse_hero_12k_sensor_12_000_dpi_lightweight_6_programmable_buttons_250h_battery_life_on_board_memory_pc_mac_lilac,acer_america,83.54,5,6400_dpi,right_hand,910-006020,2024-09-15 17:39:07
64,logitech_g502_x_wired_gaming_mouse_lightforce_hybrid_optical_mechanical_primary_switches_hero_25k_gaming_sensor_compatible_with_pc_macos_windows_white,msi,122.07,2,26000_dpi,both_hands,910-006144,2024-09-15 17:39:07
65,tropro_programmable_rgb_gaming_mouse_6_dpi_1000_1600_2400_3200_4800_6400_96g_ultra_lightweight_honeycomb_optical_led_wired_mouse_with_programmable_6_keys_rgb_marquee_effect_light,logitech,48.59,5,100_36_000_dpi,both_hands,GM004,2024-09-15 17:39:07
66,nzxt_lift_2_ergo_lightweight_ergonomic_wired_gaming_mouse_optical_switches_26_000_dpi_8k_polling_rate_black,cooler_master,87.34,5,6400_dpi,right_hand,MS-001NB-01,2024-09-15 17:39:07
67,asus_rog_chakram_x_origin_gaming_mouse_tri_mode_connectivity_2_4ghz_rf_bluetooth_wired_36000_dpi_sensor_11_programmable_buttons_detachable_joystick_paracord_cable_black,asus,219.61,4.4,3200_dpi,both_hands,90MP02N1-BMAA00,2024-09-15 17:39:07
68,tropro_rgb_gaming_mouse_6400_dpi_ergonomic_hand_grips_rgb_backlit_optical_wired_gaming_mouse_7_programmable_buttons,lenovo,38.87,5,8000_dpi,right_hand,GM003,2024-09-15 17:39:07
69,corn_wired_gaming_mouse_3200_dpi_4_adjustable_levels_ergonomic_rgb_light_mouse_with_type_c_for_pc_mac_laptop_black_,cougar,26.99,5,2400_dpi,right_hand,DZ-Mouse-001-Black-Type-C,2024-09-15 17:39:07
70,asus_tuf_gaming_m3_gen_ii_ultralight_59_gram_wired_gaming_mouse_ip56_dust_and_water_resistance_8000_dpi_sensor_six_programmable_buttons_black,adata,47.23,4.3,3200_dpi,right_hand,90MP0320-BMAA00,2024-09-15 17:39:07
71,rgb_gaming_mouse_backlit_wired_ergonomic_10_button_programmable_mouse_up_to_12800_dpi_rgb_10_programmable_buttons,acer_america,57.23,4.1,26000_dpi,right_hand,GM001-Y,2024-09-15 17:39:07
72,tropro_gaming_mouse_wired_breathing_light_ergonomic_game_usb_computer_mice_multicolor_gamer_desktop_laptop_pc_gaming_mouse_6_buttons_for_windows_7_8_10_xp_vista_linux_black,asus,38.87,4.2,16000_dpi,right_hand,GM002,2024-09-15 17:39:07
73,silent_wireless_mouse_2_4g_ergonomic_optical_mouse_for_gaming_computer_mouse_for_laptop_pc_computer_notebook_6_buttons_1200_2400_3200_adjustable_dpi_play_play_battery_not_included_,lenovo,22.67,2,26000_dpi,right_hand,M002,2024-09-15 17:39:07
74,mad_catz_r_a_t_8_adv_20000dpi_11_buttons_usb_gaming_mouse_red,logitech,196.55,3,18000_dpi,right_hand,MGEN-0511,2024-09-15 17:39:07
75,nzxt_lift_2_symm_ultra_lightweight_symmetrical_wired_gaming_mouse_optical_switches_26_000_dpi_8k_polling_rate_black,logitech,88.54,2,19000_dpi,right_hand,MS-001NB-03,2024-09-15 17:39:07
76,asus_tuf_gaming_m4_air_lightweight_gaming_mouse_16_000_dpi_sensor_programmable_buttons_47g_ultralight_air_shell_ipx6_water_resistance_tuf_gaming_paracord_and_low_friction_ptfe_feet_black_,asus,83.19,5,12000_dpi,right_hand,90MP02K0-BMAA00,2024-09-15 17:39:07
77,nzxt_lift_2_starfield_ultra_lightweight_symmetrical_wired_gaming_mouse_26_000_dpi_58g_white,logitech,100.62,5,16000_dpi,ergonomic_right_handed,MS-001NW-04-FS,2024-09-15 17:39:07
78,steelseries_prime_fps_wired_gaming_mouse_with_lift_off_sensor_62490,logitech,144.22,2,8000_dpi,both_hands,62490,2024-09-15 17:39:07
79,asus_rog_gladius_iii_90mp0270_bmua00_black_6_programmable_buttons_scroll_wheel_1_profile_button_buttons_1_x_wheel_usb_wired_gaming_mouse,logitech,90.96,3.9,5000_dpi,right_hand,90MP0270-BMUA00,2024-09-15 17:39:07
80,steelseries_prime_mini_wireless_optical_gaming_mouse_with_ultra_lightweight_design_black_62426_,logitech,217.63,4.2,16000_dpi,right_hand,62426-0,2024-09-15 17:39:07
81,asus_p306tufgamingm4wl_black_6_buttons_usb_bluetooth_dual_rf_bluetooth_wireless_gaming_mouse,hp,95.00,4.3,6200_dpi,right_hand,90MP02F0-BMAA00,2024-09-15 17:39:07
82,xtrfy_m42_rgb_retro_1_x_wheel_usb_wired_optical_ultra_light_gaming_mouse,lenovo,96.84,5,5000_dpi,right_hand,M42-RGB-RETRO,2024-09-15 17:39:07
83,basilisk_v3_customizable_ergonomic_gaming_mouse_fastest_gaming_mouse_switch_chroma_rgb_lighting_26k_dpi_optical_sensor_classic_black,logitech,106.91,5,6400_dpi,both_hands,Razer Basilisk V3,2024-09-15 17:39:07
84,logitech_g203_wired_gaming_mouse_8_000_dpi_rainbow_optical_effect_lightsync_rgb_6_programmable_buttons_on_board_memory_screen_mapping_pc_mac_computer_and_laptop_compatible_lilac,logitech,66.95,5,12000_dpi,right_hand,910-005851,2024-09-15 17:39:07
85,mad_catz_the_authentic_r_a_t_2_gaming_mouse_black,hp,76.87,5,19000_dpi,,MR02MCAMBL00,2024-09-15 17:39:07
86,g403_hero_gaming_mouse_black,microsoft,44.34,5,36000_dpi,,910005630,2024-09-15 17:39:07
87,roccat_roc_11_730_kone_pure_ultra_light_ergonomic_gaming_mouse_16000_dpi_optical_sensor_rgb_lighting_ultra_light_black,logitech,118.56,4.3,18000_dpi,,ROCCAT Kone Pure Ult,2024-09-15 17:39:07
88,asus_optical_gaming_mouse_rog_gladius_ii_core_ergonomic_right_hand_grip_lightweight_pc_gaming_mouse_6200_dpi_optical_sensor_omron_switches_6_buttons_aura_sync_rgb_lighting,lenovo,86.02,2.9,12000_dpi,,90MP01D0-B0UA00,2024-09-15 17:39:07
89,ikbc_x_gundam_rx_78_2_limited_version_optical_5000dpi_usb_wired_gaming_mouse,lenovo,61.55,3.8,19000_dpi,,MJIAN-0033,2024-09-15 17:39:07
90,predator_cestus_335_gaming_mouse_cable_black_usb_2_0_19000_dpi_scroll_button_10_button_s_10_programmable_button_s_with_pixart_3370_sensor,hp,116.33,5,5000_dpi,,GPMCE1101Q,2024-09-15 17:39:07
91,roccat_kone_pro_lightweight_ergonomic_wired_gaming_mouse_19k_dpi_optical_sensor_aimo_rgb_lighting_titan_scroll_wheel_honeycomb_shell_white,hp,125.52,4.2,2000_dpi,,MJIAN-0167,2024-09-15 17:39:07
92,mamba_elite_advanced_ergonomics_wired_esports_gaming_mouse_16_000_dpi_5g_optical_sensor_chroma_rgb_9_programmable_buttons_mechanical_switches,logitech,137.61,4,3200_dpi_with_red_led_mouse,,MJIAN-2410,2024-09-15 17:39:07
93,adesso_imouse_x5_black_6_buttons_1_x_wheel_usb_wired_optical_rgb_illuminated_gaming_mouse,logitech,43.17,5,12000_dpi,,IMOUSEX5,2024-09-15 17:39:07
94,sanrio_characters_hello_kitty_and_friends_limited_edition_mouse_and_hellokitty_mouse_pad_combo_6400_dpi_optical_sensor_deathadder,logitech,153.09,5,1000_2000_4000_8000_16000,,MJIAN-0219,2024-09-15 17:39:07
95,basilisk_ultimate_hyperspeed_wireless_gaming_mouse_with_charging_dock_fastest_gaming_mouse_switch_20k_dpi_optical_sensor_chroma_rgb_11_programmable_buttons_100_hr_battery_black,,208.43,3,100_36000_dpi,,MJIAN-2404,2024-09-15 17:39:07
96,mad_catz_m_o_j_o_m1_mm04dcinbl00_black_6_buttons_wired_pmw_3360_lightweight_gaming_mouse,,87.29,2.8,2000_dpi,,MM04DCINBL00,2024-09-15 17:39:07
97,naga_left_handed_ergonomic_mmo_wired_gaming_mouse_12_programmable_thumb_buttons_8200_adjustible_dpi_4g_laser_sensor,,230.34,3,8200_dpi,,MJIAN-2411,2024-09-15 17:39:07
98,kensington_orbit_trackball_with_scroll_ring_white,,78.00,4.8,8000_dpi,,K72500WW,2024-09-15 17:39:07
99,verbatim_silent_ergonomic_wireless_blue_led_mouse_graphite,,36.69,2.9,25600_dpi,,70242,2024-09-15 17:39:07
100,acer_predator_cestus_350_wired_gaming_mouse_black_gp_mce11_00q,,144.72,4,5000_dpi,,GP.MCE11.00Q,2024-09-15 17:39:07
101,msi_gaming_5000_dpi_adjustable_rgb_usb_gaming_grade_optical_wired_gaming_mouse_clutch_gm11_,,58.47,4.8,26000_dpi,,S12-0401650-CLA,2024-09-15 17:39:07
102,verbatim_usb_c_wireless_blue_led_mouse_graphite_70245,,33.33,4.3,pixart_pmw3389_high_end_optical_,,70245,2024-09-15 17:39:07
103,logitech_mx_master_3s_wireless_mouse_for_mac_space_gray_,,154.46,4.6,5000_dpi,,?910-006569,2024-09-15 17:39:07
104,cooler_master_mm712_matte_black_matte_black_6_buttons_1_x_wheel_usb_wired_2_4ghz_bt_5_1_pixart_optical_sensor_gaming_mice,,88.55,3.8,400_800_default_1600_3200_,,MM-712-KKOH1,2024-09-15 17:39:07
105,v7_pro_usb_6button_wired_mouse_front_back_button_adjustable_dpi,,30.72,3.7,19000_dpi,,MU300,2024-09-15 17:39:07
106,roccat_kone_xp_pc_gaming_mouse_with_3d_aimo_rgb_lighting_19k_dpi_optical_sensor_4d_krystal_scroll_wheel_multi_button_design_wired_computer_mouse_black,,174.80,5,19000_dpi,,RNAB09SMVG4ZW,2024-09-15 17:39:07
107,asus_rog_gladius_iii_wireless_aimpoint_eva_02_edition_gaming_mouse_2_4ghz_rf_bluetooth_wired_36k_dpi_sensor_6_programmable_buttons_rog_speednova_replaceable_switches_paracord_cable_red,,247.85,4.2,12000_dpi,,90MP03F0-BMUA00,2024-09-15 17:39:07
108,steelseries_prime_fps_wired_optical_gaming_mouse,,111.79,,12000_dpi,,62533,2024-09-15 17:39:07
